"Date","season","holiday","hr","workingday","weather","atemp","humidity","windspeed","Count","Day_Time"
"2011-04-17","spring","Not holiday","7","Workday","Clear","34.09",66,"7.0015",267,"Work time"
"2011-04-17","spring","Not holiday","8","Workday","Clear","34.09",58,"8.9981",452,"Work time"
"2011-04-17","spring","Not holiday","9","Workday","Clear","34.85",55,"0",213,"Work time"
"2011-04-17","spring","Not holiday","10","Workday","Clear","35.605",52,"0",111,"Work time"
"2011-04-17","spring","Not holiday","11","Workday","Clear","37.88",46,"0",153,"Work time"
"2011-04-17","spring","Not holiday","12","Workday","Clear","37.88",44,"8.9981",207,"Work time"
"2011-04-17","spring","Not holiday","13","Workday","Clear","37.88",44,"7.0015",189,"Work time"
"2011-04-17","spring","Not holiday","14","Workday","Clear","38.635",39,"0",165,"Work time"
"2011-04-17","spring","Not holiday","15","Workday","Clear","37.88",44,"7.0015",212,"Work time"
"2011-04-17","spring","Not holiday","16","Workday","Clear","39.395",56,"19.9995",285,"Work time"
"2011-04-17","spring","Not holiday","17","Workday","Clear","38.635",52,"15.0013",517,"After work time"
"2011-04-17","spring","Not holiday","18","Workday","Clear","38.635",59,"15.0013",463,"After work time"
"2011-04-17","spring","Not holiday","19","Workday","Clear","37.12",59,"12.998",306,"After work time"
"2011-04-17","spring","Not holiday","20","Workday","Clear","35.605",62,"7.0015",250,"After work time"
"2011-04-17","spring","Not holiday","21","Workday","Clear","36.365",66,"8.9981",218,"After work time"
"2011-04-17","spring","Not holiday","22","Workday","Clear","34.85",74,"16.9979",185,"After work time"
"2011-04-17","spring","Not holiday","23","Workday","Clear","34.85",74,"11.0014",146,"After work time"
"2011-04-18","spring","Not holiday","0","Not workday","Clear","33.335",79,"8.9981",117,"Sleep time"
"2011-04-18","spring","Not holiday","1","Not workday","Clear","33.335",79,"6.0032",77,"Sleep time"
"2011-04-18","spring","Not holiday","2","Not workday","Clear","33.335",79,"7.0015",60,"Sleep time"
"2011-04-18","spring","Not holiday","3","Not workday","Clear","31.82",83,"6.0032",28,"Sleep time"
"2011-04-18","spring","Not holiday","4","Not workday","Clear","31.82",79,"6.0032",13,"Sleep time"
"2011-04-18","spring","Not holiday","5","Not workday","Clear","31.82",74,"8.9981",16,"Sleep time"
"2011-04-18","spring","Not holiday","6","Not workday","Clear","32.575",61,"8.9981",40,"Sleep time"
"2011-04-18","spring","Not holiday","7","Not workday","Clear","33.335",58,"12.998",68,"Work time"
"2011-04-18","spring","Not holiday","8","Not workday","Clear","34.09",58,"12.998",143,"Work time"
"2011-04-18","spring","Not holiday","9","Not workday","Clear","34.09",62,"8.9981",230,"Work time"
"2011-04-18","spring","Not holiday","10","Not workday","Clear","34.09",58,"11.0014",264,"Work time"
"2011-04-18","spring","Not holiday","11","Not workday","Clear","35.605",62,"8.9981",325,"Work time"
"2011-04-18","spring","Not holiday","12","Not workday","Clear","37.88",55,"15.0013",347,"Work time"
"2011-04-18","spring","Not holiday","13","Not workday","Clear","37.88",55,"12.998",387,"Work time"
"2011-04-18","spring","Not holiday","14","Not workday","Clear","38.635",49,"7.0015",380,"Work time"
"2011-04-18","spring","Not holiday","15","Not workday","Clear","38.635",49,"7.0015",374,"Work time"
"2011-04-18","spring","Not holiday","16","Not workday","Mist","36.365",46,"12.998",394,"Work time"
"2011-04-18","spring","Not holiday","17","Not workday","Mist","34.09",58,"11.0014",337,"After work time"
"2011-04-18","spring","Not holiday","18","Not workday","Mist","34.09",62,"8.9981",286,"After work time"
"2011-04-18","spring","Not holiday","19","Not workday","Clear","32.575",65,"12.998",264,"After work time"
"2011-04-18","spring","Not holiday","20","Not workday","Clear","31.82",74,"16.9979",275,"After work time"
"2011-04-18","spring","Not holiday","21","Not workday","Clear","31.06",74,"15.0013",220,"After work time"
"2011-04-18","spring","Not holiday","22","Not workday","Clear","30.305",78,"15.0013",190,"After work time"
"2011-04-18","spring","Not holiday","23","Not workday","Clear","31.06",74,"7.0015",131,"After work time"
"2011-04-19","spring","Not holiday","0","Not workday","Clear","30.305",78,"15.0013",119,"Sleep time"
"2011-04-19","spring","Not holiday","1","Not workday","Clear","28.79",83,"7.0015",93,"Sleep time"
"2011-04-19","spring","Not holiday","2","Not workday","Clear","28.79",89,"16.9979",66,"Sleep time"
"2011-04-19","spring","Not holiday","3","Not workday","Clear","28.79",89,"19.0012",28,"Sleep time"
"2011-04-19","spring","Not holiday","4","Not workday","Clear","28.03",88,"11.0014",14,"Sleep time"
"2011-04-19","spring","Not holiday","5","Not workday","Clear","28.03",88,"15.0013",10,"Sleep time"
"2011-04-19","spring","Not holiday","6","Not workday","Clear","28.03",88,"7.0015",14,"Sleep time"
"2011-04-19","spring","Not holiday","7","Not workday","Clear","29.545",78,"7.0015",34,"Work time"
"2011-04-19","spring","Not holiday","8","Not workday","Clear","33.335",74,"0",92,"Work time"
"2011-04-19","spring","Not holiday","9","Not workday","Clear","34.09",66,"0",182,"Work time"
"2011-04-19","spring","Not holiday","10","Not workday","Clear","35.605",58,"6.0032",311,"Work time"
"2011-04-19","spring","Not holiday","11","Not workday","Clear","36.365",55,"7.0015",367,"Work time"
"2011-04-19","spring","Not holiday","12","Not workday","Clear","37.88",46,"0",420,"Work time"
"2011-04-19","spring","Not holiday","13","Not workday","Clear","37.12",59,"19.0012",373,"Work time"
"2011-04-19","spring","Not holiday","14","Not workday","Clear","39.395",56,"16.9979",315,"Work time"
"2011-04-19","spring","Not holiday","15","Not workday","Clear","38.635",59,"19.9995",360,"Work time"
"2011-04-19","spring","Not holiday","16","Not workday","Light Snow","31.82",83,"19.0012",350,"Work time"
"2011-04-19","spring","Not holiday","17","Not workday","Light Snow","31.82",83,"19.0012",252,"After work time"
"2011-04-19","spring","Not holiday","18","Not workday","Clear","33.335",74,"11.0014",256,"After work time"
"2011-04-19","spring","Not holiday","19","Not workday","Clear","33.335",74,"7.0015",223,"After work time"
"2011-04-19","spring","Not holiday","20","Not workday","Clear","30.305",83,"11.0014",206,"After work time"
"2011-04-19","spring","Not holiday","21","Not workday","Clear","30.305",83,"7.0015",140,"After work time"
"2011-04-19","spring","Not holiday","22","Not workday","Clear","28.79",83,"8.9981",128,"After work time"
"2011-04-19","spring","Not holiday","23","Not workday","Clear","29.545",78,"12.998",107,"After work time"
"2011-04-20","spring","Not holiday","0","Workday","Clear","29.545",78,"8.9981",28,"Sleep time"
"2011-04-20","spring","Not holiday","1","Workday","Clear","30.305",73,"15.0013",16,"Sleep time"
"2011-04-20","spring","Not holiday","2","Workday","Clear","29.545",73,"19.0012",10,"Sleep time"
"2011-04-20","spring","Not holiday","3","Workday","Clear","30.305",60,"32.9975",7,"Sleep time"
"2011-04-20","spring","Not holiday","4","Workday","Clear","26.515",64,"19.9995",4,"Sleep time"
"2011-04-20","spring","Not holiday","5","Workday","Clear","25.76",64,"26.0027",29,"Sleep time"
"2011-04-20","spring","Not holiday","6","Workday","Clear","25.76",64,"27.9993",105,"Sleep time"
"2011-04-20","spring","Not holiday","7","Workday","Clear","26.515",56,"23.9994",328,"Work time"
"2011-04-20","spring","Not holiday","8","Workday","Clear","27.275",49,"30.0026",476,"Work time"
"2011-04-20","spring","Not holiday","9","Workday","Clear","31.06",46,"23.9994",224,"Work time"
"2011-04-20","spring","Not holiday","10","Workday","Clear","31.06",41,"22.0028",118,"Work time"
"2011-04-20","spring","Not holiday","11","Workday","Clear","31.06",41,"19.9995",159,"Work time"
"2011-04-20","spring","Not holiday","12","Workday","Clear","31.06",41,"19.0012",196,"Work time"
"2011-04-20","spring","Not holiday","13","Workday","Clear","31.82",37,"0",227,"Work time"
"2011-04-20","spring","Not holiday","14","Workday","Clear","31.82",34,"16.9979",200,"Work time"
"2011-04-20","spring","Not holiday","15","Workday","Clear","31.82",37,"30.0026",185,"Work time"
"2011-04-20","spring","Not holiday","16","Workday","Clear","31.82",37,"27.9993",326,"Work time"
"2011-04-20","spring","Not holiday","17","Workday","Clear","31.82",39,"22.0028",601,"After work time"
"2011-04-20","spring","Not holiday","18","Workday","Clear","31.82",37,"23.9994",586,"After work time"
"2011-04-20","spring","Not holiday","19","Workday","Clear","31.06",39,"19.0012",423,"After work time"
"2011-04-20","spring","Not holiday","20","Workday","Clear","31.06",44,"16.9979",331,"After work time"
"2011-04-20","spring","Not holiday","21","Workday","Clear","31.06",41,"16.9979",218,"After work time"
"2011-04-20","spring","Not holiday","22","Workday","Clear","31.06",46,"15.0013",134,"After work time"
"2011-04-20","spring","Not holiday","23","Workday","Clear","31.06",46,"12.998",89,"After work time"
"2011-04-21","spring","Not holiday","0","Workday","Clear","31.06",49,"12.998",31,"Sleep time"
"2011-04-21","spring","Not holiday","1","Workday","Clear","31.06",49,"16.9979",13,"Sleep time"
"2011-04-21","spring","Not holiday","2","Workday","Clear","31.06",49,"19.0012",10,"Sleep time"
"2011-04-21","spring","Not holiday","3","Workday","Clear","27.275",53,"22.0028",2,"Sleep time"
"2011-04-21","spring","Not holiday","4","Workday","Clear","25.76",60,"16.9979",3,"Sleep time"
"2011-04-21","spring","Not holiday","5","Workday","Clear","25.76",56,"22.0028",26,"Sleep time"
"2011-04-21","spring","Not holiday","6","Workday","Clear","25.76",56,"19.9995",113,"Sleep time"
"2011-04-21","spring","Not holiday","7","Workday","Clear","26.515",52,"27.9993",365,"Work time"
"2011-04-21","spring","Not holiday","8","Workday","Clear","27.275",49,"26.0027",486,"Work time"
"2011-04-21","spring","Not holiday","9","Workday","Clear","31.06",46,"12.998",193,"Work time"
"2011-04-21","spring","Not holiday","10","Workday","Clear","31.06",46,"15.0013",130,"Work time"
"2011-04-21","spring","Not holiday","11","Workday","Clear","31.06",41,"19.0012",143,"Work time"
"2011-04-21","spring","Not holiday","12","Workday","Clear","31.06",41,"23.9994",169,"Work time"
"2011-04-21","spring","Not holiday","13","Workday","Clear","31.06",44,"15.0013",209,"Work time"
"2011-04-21","spring","Not holiday","14","Workday","Mist","31.06",47,"12.998",159,"Work time"
"2011-04-21","spring","Not holiday","15","Workday","Clear","31.06",47,"11.0014",178,"Work time"
"2011-04-21","spring","Not holiday","16","Workday","Clear","31.82",41,"12.998",330,"Work time"
"2011-04-21","spring","Not holiday","17","Workday","Light Snow","31.06",50,"19.0012",569,"After work time"
"2011-04-21","spring","Not holiday","18","Workday","Clear","31.06",51,"22.0028",538,"After work time"
"2011-04-21","spring","Not holiday","19","Workday","Clear","31.06",50,"23.9994",386,"After work time"
"2011-04-21","spring","Not holiday","20","Workday","Clear","31.06",56,"11.0014",297,"After work time"
"2011-04-21","spring","Not holiday","21","Workday","Clear","31.06",56,"19.9995",243,"After work time"
"2011-04-21","spring","Not holiday","22","Workday","Clear","27.275",60,"15.0013",188,"After work time"
"2011-04-21","spring","Not holiday","23","Workday","Clear","26.515",68,"15.0013",110,"After work time"
"2011-04-22","spring","Not holiday","0","Workday","Clear","26.515",64,"23.9994",52,"Sleep time"
"2011-04-22","spring","Not holiday","1","Workday","Clear","25.76",64,"19.0012",14,"Sleep time"
"2011-04-22","spring","Not holiday","2","Workday","Clear","25",63,"15.0013",9,"Sleep time"
"2011-04-22","spring","Not holiday","3","Workday","Clear","24.24",68,"16.9979",1,"Sleep time"
"2011-04-22","spring","Not holiday","4","Workday","Clear","24.24",63,"19.0012",4,"Sleep time"
"2011-04-22","spring","Not holiday","5","Workday","Clear","23.485",67,"19.0012",21,"Sleep time"
"2011-04-22","spring","Not holiday","6","Workday","Clear","24.24",63,"16.9979",121,"Sleep time"
"2011-04-22","spring","Not holiday","7","Workday","Clear","25.76",60,"8.9981",370,"Work time"
"2011-04-22","spring","Not holiday","8","Workday","Clear","27.275",53,"8.9981",498,"Work time"
"2011-04-22","spring","Not holiday","9","Workday","Clear","31.06",49,"0",207,"Work time"
"2011-04-22","spring","Not holiday","10","Workday","Clear","31.06",47,"11.0014",135,"Work time"
"2011-04-22","spring","Not holiday","11","Workday","Clear","31.82",36,"0",164,"Work time"
"2011-04-22","spring","Not holiday","12","Workday","Clear","31.82",34,"15.0013",211,"Work time"
"2011-04-22","spring","Not holiday","13","Workday","Clear","32.575",28,"19.0012",189,"Work time"
"2011-04-22","spring","Not holiday","14","Workday","Clear","32.575",28,"0",178,"Work time"
"2011-04-22","spring","Not holiday","15","Workday","Clear","33.335",27,"0",164,"Work time"
"2011-04-22","spring","Not holiday","16","Workday","Clear","33.335",27,"8.9981",312,"Work time"
"2011-04-22","spring","Not holiday","17","Workday","Clear","32.575",28,"7.0015",638,"After work time"
"2011-04-22","spring","Not holiday","18","Workday","Clear","32.575",32,"8.9981",607,"After work time"
"2011-04-22","spring","Not holiday","19","Workday","Clear","31.82",37,"19.0012",416,"After work time"
"2011-04-22","spring","Not holiday","20","Workday","Clear","31.06",44,"11.0014",330,"After work time"
"2011-04-22","spring","Not holiday","21","Workday","Clear","31.06",47,"15.0013",257,"After work time"
"2011-04-22","spring","Not holiday","22","Workday","Clear","31.06",50,"7.0015",175,"After work time"
"2011-04-22","spring","Not holiday","23","Workday","Clear","31.06",53,"0",107,"After work time"
"2011-04-23","spring","Not holiday","0","Workday","Clear","31.06",56,"7.0015",47,"Sleep time"
"2011-04-23","spring","Not holiday","1","Workday","Clear","27.275",60,"0",17,"Sleep time"
"2011-04-23","spring","Not holiday","2","Workday","Clear","31.06",56,"6.0032",5,"Sleep time"
"2011-04-23","spring","Not holiday","3","Workday","Mist","26.515",73,"6.0032",4,"Sleep time"
"2011-04-23","spring","Not holiday","4","Workday","Mist","26.515",68,"7.0015",6,"Sleep time"
"2011-04-23","spring","Not holiday","5","Workday","Clear","30.305",64,"12.998",25,"Sleep time"
"2011-04-23","spring","Not holiday","6","Workday","Light Snow","27.275",73,"11.0014",112,"Sleep time"
"2011-04-23","spring","Not holiday","7","Workday","Light Snow","26.515",78,"11.0014",188,"Work time"
"2011-04-23","spring","Not holiday","8","Workday","Mist","29.545",69,"8.9981",388,"Work time"
"2011-04-23","spring","Not holiday","9","Workday","Mist","30.305",65,"12.998",261,"Work time"
"2011-04-23","spring","Not holiday","10","Workday","Mist","31.06",61,"16.9979",121,"Work time"
"2011-04-23","spring","Not holiday","11","Workday","Mist","31.82",61,"19.9995",150,"Work time"
"2011-04-23","spring","Not holiday","12","Workday","Clear","33.335",54,"26.0027",206,"Work time"
"2011-04-23","spring","Not holiday","13","Workday","Mist","33.335",54,"16.9979",151,"Work time"
"2011-04-23","spring","Not holiday","14","Workday","Mist","33.335",54,"22.0028",153,"Work time"
"2011-04-23","spring","Not holiday","15","Workday","Mist","32.575",61,"19.9995",159,"Work time"
"2011-04-23","spring","Not holiday","16","Workday","Light Snow","31.06",69,"12.998",294,"Work time"
"2011-04-23","spring","Not holiday","17","Workday","Mist","29.545",78,"7.0015",272,"After work time"
"2011-04-23","spring","Not holiday","18","Workday","Clear","28.79",83,"15.0013",325,"After work time"
"2011-04-23","spring","Not holiday","19","Workday","Clear","28.79",83,"19.0012",327,"After work time"
"2011-04-23","spring","Not holiday","20","Workday","Clear","28.79",83,"22.0028",201,"After work time"
"2011-04-23","spring","Not holiday","21","Workday","Light Snow","28.79",83,"16.9979",188,"After work time"
"2011-04-23","spring","Not holiday","22","Workday","Light Snow","28.79",83,"16.9979",151,"After work time"
"2011-04-23","spring","Not holiday","23","Workday","Light Snow","28.03",83,"16.9979",16,"After work time"
"2011-04-24","spring","Not holiday","0","Workday","Clear","26.515",88,"6.0032",24,"Sleep time"
"2011-04-24","spring","Not holiday","1","Workday","Clear","26.515",94,"8.9981",23,"Sleep time"
"2011-04-24","spring","Not holiday","2","Workday","Clear","26.515",94,"7.0015",13,"Sleep time"
"2011-04-24","spring","Not holiday","3","Workday","Clear","26.515",94,"7.0015",6,"Sleep time"
"2011-04-24","spring","Not holiday","4","Workday","Clear","25.76",94,"8.9981",6,"Sleep time"
"2011-04-24","spring","Not holiday","5","Workday","Clear","25.76",100,"0",13,"Sleep time"
"2011-04-24","spring","Not holiday","6","Workday","Clear","26.515",94,"0",97,"Sleep time"
"2011-04-24","spring","Not holiday","7","Workday","Clear","28.03",83,"0",250,"Work time"
"2011-04-24","spring","Not holiday","8","Workday","Mist","28.03",83,"0",454,"Work time"
"2011-04-24","spring","Not holiday","9","Workday","Clear","32.575",58,"12.998",224,"Work time"
"2011-04-24","spring","Not holiday","10","Workday","Clear","32.575",58,"12.998",170,"Work time"
"2011-04-24","spring","Not holiday","11","Workday","Clear","31.82",69,"16.9979",181,"Work time"
"2011-04-24","spring","Not holiday","12","Workday","Clear","32.575",65,"16.9979",243,"Work time"
"2011-04-24","spring","Not holiday","13","Workday","Clear","34.09",62,"19.0012",204,"Work time"
"2011-04-24","spring","Not holiday","14","Workday","Clear","34.85",52,"12.998",215,"Work time"
"2011-04-24","spring","Not holiday","15","Workday","Clear","34.85",43,"15.0013",243,"Work time"
"2011-04-24","spring","Not holiday","16","Workday","Clear","34.09",45,"11.0014",355,"Work time"
"2011-04-24","spring","Not holiday","17","Workday","Light Snow","34.09",40,"12.998",552,"After work time"
"2011-04-24","spring","Not holiday","18","Workday","Light Snow","34.09",40,"12.998",450,"After work time"
"2011-04-24","spring","Not holiday","19","Workday","Light Snow","28.79",83,"16.9979",328,"After work time"
"2011-04-24","spring","Not holiday","20","Workday","Clear","29.545",78,"7.0015",232,"After work time"
"2011-04-24","spring","Not holiday","21","Workday","Clear","29.545",78,"6.0032",208,"After work time"
"2011-04-24","spring","Not holiday","22","Workday","Clear","28.03",88,"8.9981",175,"After work time"
"2011-04-24","spring","Not holiday","23","Workday","Clear","28.79",83,"8.9981",178,"After work time"
"2011-04-25","spring","Not holiday","0","Not workday","Clear","28.03",88,"8.9981",104,"Sleep time"
"2011-04-25","spring","Not holiday","1","Not workday","Clear","28.79",83,"7.0015",95,"Sleep time"
"2011-04-25","spring","Not holiday","2","Not workday","Clear","27.275",88,"0",53,"Sleep time"
"2011-04-25","spring","Not holiday","3","Not workday","Clear","27.275",88,"6.0032",20,"Sleep time"
"2011-04-25","spring","Not holiday","4","Not workday","Clear","27.275",88,"6.0032",5,"Sleep time"
"2011-04-25","spring","Not holiday","5","Not workday","Clear","28.79",83,"0",7,"Sleep time"
"2011-04-25","spring","Not holiday","6","Not workday","Clear","28.79",83,"7.0015",27,"Sleep time"
"2011-04-25","spring","Not holiday","7","Not workday","Clear","29.545",78,"8.9981",57,"Work time"
"2011-04-25","spring","Not holiday","8","Not workday","Clear","30.305",78,"6.0032",131,"Work time"
"2011-04-25","spring","Not holiday","9","Not workday","Clear","32.575",61,"15.0013",218,"Work time"
"2011-04-25","spring","Not holiday","10","Not workday","Clear","34.09",62,"12.998",244,"Work time"
"2011-04-25","spring","Not holiday","11","Not workday","Clear","34.09",62,"8.9981",404,"Work time"
"2011-04-25","spring","Not holiday","12","Not workday","Clear","34.85",66,"6.0032",420,"Work time"
"2011-04-25","spring","Not holiday","13","Not workday","Clear","34.85",55,"0",327,"Work time"
"2011-04-25","spring","Not holiday","14","Not workday","Mist","36.365",46,"19.0012",334,"Work time"
"2011-04-25","spring","Not holiday","15","Not workday","Mist","37.88",46,"8.9981",367,"Work time"
"2011-04-25","spring","Not holiday","16","Not workday","Mist","34.85",52,"15.0013",468,"Work time"
"2011-04-25","spring","Not holiday","17","Not workday","Mist","34.09",48,"11.0014",449,"After work time"
"2011-04-25","spring","Not holiday","18","Not workday","Mist","34.09",55,"12.998",381,"After work time"
"2011-04-25","spring","Not holiday","19","Not workday","Mist","33.335",51,"7.0015",326,"After work time"
"2011-04-25","spring","Not holiday","20","Not workday","Mist","33.335",58,"8.9981",188,"After work time"
"2011-04-25","spring","Not holiday","21","Not workday","Mist","34.09",66,"7.0015",183,"After work time"
"2011-04-25","spring","Not holiday","22","Not workday","Mist","34.09",62,"8.9981",161,"After work time"
"2011-04-25","spring","Not holiday","23","Not workday","Mist","34.09",62,"0",150,"After work time"
"2011-04-26","spring","Not holiday","0","Not workday","Clear","32.575",65,"0",89,"Sleep time"
"2011-04-26","spring","Not holiday","1","Not workday","Mist","32.575",65,"6.0032",76,"Sleep time"
"2011-04-26","spring","Not holiday","2","Not workday","Clear","31.82",74,"6.0032",72,"Sleep time"
"2011-04-26","spring","Not holiday","3","Not workday","Mist","30.305",78,"8.9981",30,"Sleep time"
"2011-04-26","spring","Not holiday","4","Not workday","Mist","31.06",74,"8.9981",17,"Sleep time"
"2011-04-26","spring","Not holiday","5","Not workday","Mist","30.305",78,"0",19,"Sleep time"
"2011-04-26","spring","Not holiday","6","Not workday","Mist","30.305",78,"11.0014",33,"Sleep time"
"2011-04-26","spring","Not holiday","7","Not workday","Mist","30.305",78,"11.0014",71,"Work time"
"2011-04-26","spring","Not holiday","8","Not workday","Light Snow","31.82",74,"7.0015",84,"Work time"
"2011-04-26","spring","Not holiday","9","Not workday","Mist","31.82",74,"7.0015",169,"Work time"
"2011-04-26","spring","Not holiday","10","Not workday","Mist","32.575",61,"7.0015",244,"Work time"
"2011-04-26","spring","Not holiday","11","Not workday","Mist","33.335",58,"6.0032",377,"Work time"
"2011-04-26","spring","Not holiday","12","Not workday","Mist","34.09",55,"6.0032",396,"Work time"
"2011-04-26","spring","Not holiday","13","Not workday","Mist","33.335",51,"0",363,"Work time"
"2011-04-26","spring","Not holiday","14","Not workday","Light Snow","34.09",58,"7.0015",317,"Work time"
"2011-04-26","spring","Not holiday","15","Not workday","Mist","34.09",55,"7.0015",362,"Work time"
"2011-04-26","spring","Not holiday","16","Not workday","Mist","34.09",48,"0",378,"Work time"
"2011-04-26","spring","Not holiday","17","Not workday","Clear","33.335",51,"0",397,"After work time"
"2011-04-26","spring","Not holiday","18","Not workday","Mist","34.09",58,"6.0032",296,"After work time"
"2011-04-26","spring","Not holiday","19","Not workday","Clear","34.09",62,"8.9981",311,"After work time"
"2011-04-26","spring","Not holiday","20","Not workday","Clear","32.575",70,"12.998",232,"After work time"
"2011-04-26","spring","Not holiday","21","Not workday","Clear","31.82",79,"8.9981",167,"After work time"
"2011-04-26","spring","Not holiday","22","Not workday","Clear","30.305",78,"15.0013",152,"After work time"
"2011-04-26","spring","Not holiday","23","Not workday","Clear","30.305",78,"12.998",92,"After work time"
"2011-04-27","summer","Not holiday","0","Workday","Clear","31.06",50,"0",68,"Sleep time"
"2011-04-27","summer","Not holiday","1","Workday","Clear","31.06",50,"0",31,"Sleep time"
"2011-04-27","summer","Not holiday","2","Workday","Clear","30.305",69,"0",13,"Sleep time"
"2011-04-27","summer","Not holiday","3","Workday","Clear","31.06",53,"0",11,"Sleep time"
"2011-04-27","summer","Not holiday","4","Workday","Clear","31.06",57,"0",6,"Sleep time"
"2011-04-27","summer","Not holiday","5","Workday","Clear","30.305",64,"8.9981",30,"Sleep time"
"2011-04-27","summer","Not holiday","6","Workday","Clear","30.305",61,"8.9981",108,"Sleep time"
"2011-04-27","summer","Not holiday","7","Workday","Clear","31.06",54,"7.0015",243,"Work time"
"2011-04-27","summer","Not holiday","8","Workday","Clear","31.82",42,"11.0014",492,"Work time"
"2011-04-27","summer","Not holiday","9","Workday","Clear","32.575",35,"11.0014",260,"Work time"
"2011-04-27","summer","Not holiday","10","Workday","Clear","33.335",33,"11.0014",170,"Work time"
"2011-04-27","summer","Not holiday","11","Workday","Clear","34.85",26,"0",214,"Work time"
"2011-04-27","summer","Not holiday","12","Workday","Clear","34.85",26,"0",263,"Work time"
"2011-04-27","summer","Not holiday","13","Workday","Clear","34.09",24,"0",292,"Work time"
"2011-04-27","summer","Not holiday","14","Workday","Clear","34.85",23,"12.998",303,"Work time"
"2011-04-27","summer","Not holiday","15","Workday","Clear","34.85",21,"16.9979",381,"Work time"
"2011-04-27","summer","Not holiday","16","Workday","Clear","34.85",17,"0",427,"Work time"
"2011-04-27","summer","Not holiday","17","Workday","Clear","34.85",21,"12.998",461,"After work time"
"2011-04-27","summer","Not holiday","18","Workday","Clear","34.09",24,"16.9979",422,"After work time"
"2011-04-27","summer","Not holiday","19","Workday","Clear","33.335",25,"12.998",318,"After work time"
"2011-04-27","summer","Not holiday","20","Workday","Clear","32.575",42,"15.0013",269,"After work time"
"2011-04-27","summer","Not holiday","21","Workday","Clear","31.82",45,"12.998",218,"After work time"
"2011-04-27","summer","Not holiday","22","Workday","Clear","31.82",42,"0",222,"After work time"
"2011-04-27","summer","Not holiday","23","Workday","Clear","31.82",47,"6.0032",140,"After work time"
"2011-04-28","summer","Not holiday","0","Not workday","Clear","31.82",47,"6.0032",115,"Sleep time"
"2011-04-28","summer","Not holiday","1","Not workday","Clear","31.06",54,"0",78,"Sleep time"
"2011-04-28","summer","Not holiday","2","Not workday","Clear","31.06",53,"0",52,"Sleep time"
"2011-04-28","summer","Not holiday","3","Not workday","Clear","31.06",53,"0",26,"Sleep time"
"2011-04-28","summer","Not holiday","4","Not workday","Clear","30.305",61,"0",11,"Sleep time"
"2011-04-28","summer","Not holiday","5","Not workday","Clear","27.275",73,"7.0015",14,"Sleep time"
"2011-04-28","summer","Not holiday","6","Not workday","Clear","30.305",69,"7.0015",32,"Sleep time"
"2011-04-28","summer","Not holiday","7","Not workday","Clear","30.305",65,"0",45,"Work time"
"2011-04-28","summer","Not holiday","8","Not workday","Clear","31.82",57,"0",132,"Work time"
"2011-04-28","summer","Not holiday","9","Not workday","Clear","33.335",51,"6.0032",179,"Work time"
"2011-04-28","summer","Not holiday","10","Not workday","Clear","35.605",36,"0",271,"Work time"
"2011-04-28","summer","Not holiday","11","Not workday","Clear","35.605",36,"6.0032",357,"Work time"
"2011-04-28","summer","Not holiday","12","Not workday","Clear","35.605",30,"8.9981",374,"Work time"
"2011-04-28","summer","Not holiday","13","Not workday","Clear","35.605",30,"7.0015",404,"Work time"
"2011-04-28","summer","Not holiday","14","Not workday","Clear","35.605",20,"0",392,"Work time"
"2011-04-28","summer","Not holiday","15","Not workday","Clear","36.365",19,"11.0014",331,"Work time"
"2011-04-28","summer","Not holiday","16","Not workday","Clear","37.12",22,"15.0013",398,"Work time"
"2011-04-28","summer","Not holiday","17","Not workday","Clear","36.365",30,"15.0013",349,"After work time"
"2011-04-28","summer","Not holiday","18","Not workday","Clear","35.605",30,"19.0012",383,"After work time"
"2011-04-28","summer","Not holiday","19","Not workday","Clear","34.85",33,"15.0013",305,"After work time"
"2011-04-28","summer","Not holiday","20","Not workday","Clear","34.09",45,"19.0012",284,"After work time"
"2011-04-28","summer","Not holiday","21","Not workday","Clear","33.335",48,"12.998",232,"After work time"
"2011-04-28","summer","Not holiday","22","Not workday","Clear","33.335",51,"11.0014",201,"After work time"
"2011-04-28","summer","Not holiday","23","Not workday","Clear","33.335",54,"19.0012",154,"After work time"
"2011-04-29","summer","Not holiday","0","Not workday","Clear","32.575",58,"15.0013",144,"Sleep time"
"2011-04-29","summer","Not holiday","1","Not workday","Mist","32.575",61,"11.0014",78,"Sleep time"
"2011-04-29","summer","Not holiday","2","Not workday","Clear","32.575",58,"12.998",69,"Sleep time"
"2011-04-29","summer","Not holiday","3","Not workday","Light Snow","31.82",65,"6.0032",33,"Sleep time"
"2011-04-29","summer","Not holiday","4","Not workday","Light Snow","31.82",65,"6.0032",5,"Sleep time"
"2011-04-29","summer","Not holiday","5","Not workday","Light Snow","28.79",83,"12.998",1,"Sleep time"
"2011-04-29","summer","Not holiday","6","Not workday","Mist","27.275",94,"6.0032",3,"Sleep time"
"2011-04-29","summer","Not holiday","7","Not workday","Mist","28.79",89,"12.998",25,"Work time"
"2011-04-29","summer","Not holiday","8","Not workday","Clear","31.82",79,"15.0013",92,"Work time"
"2011-04-29","summer","Not holiday","9","Not workday","Clear","33.335",74,"16.9979",181,"Work time"
"2011-04-29","summer","Not holiday","10","Not workday","Clear","34.85",66,"11.0014",264,"Work time"
"2011-04-29","summer","Not holiday","11","Not workday","Clear","35.605",62,"7.0015",390,"Work time"
